date,time,tempC,tempF,windspeedMiles,windspeedKmph,winddirdegree,winddir16point,weatherCode,weatherIconUrl,weatherDesc,precipMM,precipInches,humidity,visibilityKm,visibilityMiles,pressureMB,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF
2009-04-01,0,0,33,5,9,266,W,317,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0037_cloudy_with_sleet_night.png,Light sleet,0.2,0.0,100.0,9.0,5.0,1018.0,30.0,98.0,0.0,33.0,0.0,33.0,-3.0,26.0,9.0,14.0,-3.0,26.0
2009-04-01,1200,2,35,6,9,191,S,266,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Light drizzle,0.3,0.0,100.0,2.0,1.0,1011.0,30.0,100.0,2.0,35.0,2.0,35.0,-3.0,27.0,12.0,20.0,-3.0,27.0
2009-04-02,0,0,32,10,17,303,WNW,338,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Heavy snow,0.6,0.0,97.0,2.0,1.0,1011.0,30.0,100.0,0.0,32.0,0.0,32.0,-5.0,22.0,16.0,27.0,-5.0,22.0
2009-04-02,1200,1,33,8,13,308,NW,338,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0020_cloudy_with_heavy_snow.png,Heavy snow,0.4,0.0,99.0,2.0,1.0,1017.0,30.0,100.0,1.0,33.0,0.0,33.0,-4.0,24.0,12.0,19.0,-4.0,24.0
2009-04-03,0,-3,28,7,12,317,NW,332,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Moderate snow,0.1,0.0,98.0,5.0,3.0,1019.0,30.0,100.0,-3.0,28.0,-3.0,27.0,-7.0,19.0,12.0,19.0,-7.0,19.0
2009-04-03,1200,1,33,7,12,221,SW,338,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0020_cloudy_with_heavy_snow.png,Heavy snow,1.3,0.1,98.0,2.0,1.0,1012.0,30.0,100.0,1.0,33.0,0.0,33.0,-4.0,25.0,11.0,18.0,-4.0,25.0
2009-04-04,0,1,33,6,9,327,NNW,338,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Heavy snow,0.2,0.0,99.0,2.0,1.0,1009.0,30.0,100.0,1.0,33.0,1.0,33.0,-3.0,26.0,9.0,14.0,-3.0,26.0
2009-04-04,1200,0,32,8,13,340,NNW,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,92.0,10.0,6.0,1016.0,30.0,87.0,0.0,32.0,-1.0,30.0,-4.0,24.0,12.0,19.0,-4.0,24.0
2009-04-05,0,-6,21,2,3,232,SW,260,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0007_fog.png,Freezing fog,0.0,0.0,98.0,0.0,0.0,1019.0,30.0,25.0,-6.0,21.0,-7.0,20.0,-6.0,21.0,4.0,7.0,-6.0,21.0
2009-04-05,1200,2,36,3,5,190,S,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,98.0,10.0,6.0,1014.0,30.0,100.0,2.0,36.0,2.0,36.0,-2.0,29.0,5.0,8.0,-2.0,29.0
2009-04-06,0,1,34,2,3,9,N,266,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.3,0.0,99.0,2.0,1.0,1014.0,30.0,81.0,1.0,34.0,1.0,33.0,-1.0,31.0,4.0,6.0,-1.0,31.0
2009-04-06,1200,4,40,7,11,159,SSE,248,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0007_fog.png,Fog,0.0,0.0,100.0,0.0,0.0,1010.0,30.0,100.0,4.0,40.0,4.0,40.0,1.0,35.0,12.0,19.0,1.0,35.0
2009-04-07,0,3,37,6,10,283,WNW,266,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.4,0.0,99.0,2.0,1.0,1007.0,30.0,100.0,3.0,37.0,2.0,36.0,-2.0,29.0,13.0,20.0,-2.0,29.0
2009-04-07,1200,1,34,6,9,355,N,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,96.0,10.0,6.0,1017.0,30.0,100.0,1.0,34.0,0.0,33.0,-3.0,27.0,8.0,12.0,-3.0,27.0
2009-04-08,0,-4,25,2,4,82,E,143,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,94.0,2.0,1.0,1023.0,30.0,77.0,-4.0,25.0,-5.0,23.0,-8.0,18.0,5.0,8.0,-8.0,18.0
2009-04-08,1200,2,35,2,4,77,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,71.0,10.0,6.0,1026.0,30.0,38.0,2.0,35.0,-3.0,27.0,0.0,31.0,3.0,4.0,0.0,31.0
2009-04-09,0,-3,27,3,5,137,SE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,92.0,10.0,6.0,1027.0,30.0,57.0,-3.0,27.0,-4.0,25.0,-7.0,20.0,5.0,8.0,-7.0,20.0
2009-04-09,1200,1,34,4,7,29,NNE,332,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0020_cloudy_with_heavy_snow.png,Moderate snow,0.2,0.0,81.0,5.0,3.0,1027.0,30.0,93.0,1.0,34.0,-2.0,29.0,-4.0,25.0,5.0,8.0,-4.0,25.0
2009-04-10,0,-4,26,3,5,88,E,143,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,95.0,2.0,1.0,1030.0,30.0,42.0,-4.0,26.0,-4.0,24.0,-8.0,18.0,4.0,6.0,-8.0,18.0
2009-04-10,1200,4,39,4,6,144,SE,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,51.0,10.0,6.0,1031.0,30.0,18.0,4.0,39.0,-6.0,22.0,1.0,33.0,5.0,7.0,1.0,33.0
2009-04-11,0,-2,29,5,8,183,S,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,82.0,10.0,6.0,1032.0,30.0,47.0,-2.0,29.0,-4.0,24.0,-5.0,23.0,8.0,14.0,-5.0,23.0
2009-04-11,1200,6,43,5,8,190,S,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,50.0,10.0,6.0,1029.0,30.0,45.0,6.0,43.0,-4.0,25.0,3.0,38.0,5.0,9.0,3.0,38.0
2009-04-12,0,0,32,4,7,192,SSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,78.0,10.0,6.0,1028.0,30.0,47.0,0.0,32.0,-3.0,26.0,-3.0,27.0,9.0,15.0,-3.0,27.0
2009-04-12,1200,9,48,4,6,182,S,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,66.0,10.0,6.0,1026.0,30.0,16.0,9.0,48.0,3.0,38.0,7.0,45.0,4.0,7.0,7.0,45.0
2009-04-13,0,1,33,5,8,184,S,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,82.0,10.0,6.0,1026.0,30.0,9.0,1.0,33.0,-2.0,28.0,-2.0,28.0,10.0,17.0,-2.0,28.0
2009-04-13,1200,13,55,4,6,204,SSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,52.0,10.0,6.0,1023.0,30.0,4.0,13.0,55.0,3.0,38.0,12.0,54.0,5.0,7.0,12.0,54.0
2009-04-14,0,2,35,3,5,228,SW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,86.0,10.0,6.0,1020.0,30.0,26.0,2.0,35.0,-1.0,31.0,1.0,33.0,6.0,10.0,1.0,33.0
2009-04-14,1200,13,55,4,6,164,SSE,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,45.0,10.0,6.0,1017.0,30.0,75.0,13.0,55.0,1.0,34.0,12.0,54.0,4.0,7.0,12.0,54.0
2009-04-15,0,4,40,3,5,156,SSE,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,72.0,10.0,6.0,1016.0,30.0,78.0,4.0,40.0,0.0,31.0,3.0,37.0,7.0,11.0,3.0,37.0
2009-04-15,1200,16,61,2,4,214,SSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,31.0,10.0,6.0,1015.0,30.0,23.0,16.0,61.0,-1.0,31.0,16.0,61.0,3.0,5.0,16.0,61.0
2009-04-16,0,5,41,8,13,350,N,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,77.0,10.0,6.0,1014.0,30.0,45.0,5.0,41.0,2.0,35.0,2.0,36.0,15.0,23.0,2.0,36.0
2009-04-16,1200,4,39,10,17,2,N,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,71.0,10.0,6.0,1021.0,30.0,86.0,4.0,39.0,-1.0,30.0,0.0,31.0,12.0,20.0,0.0,31.0
2009-04-17,0,-1,30,4,6,61,ENE,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,85.0,10.0,6.0,1022.0,30.0,38.0,-1.0,30.0,-3.0,27.0,-3.0,26.0,5.0,9.0,-3.0,26.0
2009-04-17,1200,8,46,8,12,188,S,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,48.0,10.0,6.0,1016.0,30.0,21.0,8.0,46.0,-3.0,27.0,5.0,41.0,9.0,14.0,5.0,41.0
2009-04-18,0,2,35,6,10,204,SSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,79.0,10.0,6.0,1005.0,30.0,60.0,2.0,35.0,-2.0,29.0,-3.0,27.0,10.0,16.0,-3.0,27.0
2009-04-18,1200,4,40,11,18,295,WNW,317,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0021_cloudy_with_sleet.png,Light sleet,1.7,0.1,78.0,9.0,5.0,1001.0,30.0,58.0,4.0,40.0,1.0,33.0,-1.0,31.0,13.0,21.0,-1.0,31.0
2009-04-19,0,-3,27,10,15,291,WNW,329,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0036_cloudy_with_heavy_snow_night.png,Patchy moderate snow,0.2,0.0,95.0,7.0,4.0,1009.0,30.0,62.0,-3.0,27.0,-4.0,26.0,-8.0,18.0,14.0,23.0,-8.0,18.0
2009-04-19,1200,2,35,10,17,319,NW,338,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0020_cloudy_with_heavy_snow.png,Heavy snow,0.4,0.0,63.0,2.0,1.0,1018.0,30.0,100.0,2.0,35.0,-5.0,24.0,-4.0,26.0,13.0,20.0,-4.0,26.0
2009-04-20,0,-2,28,5,8,259,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,81.0,10.0,6.0,1018.0,30.0,56.0,-2.0,28.0,-5.0,23.0,-6.0,21.0,8.0,14.0,-6.0,21.0
2009-04-20,1200,4,40,9,14,284,WNW,317,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0021_cloudy_with_sleet.png,Light sleet,0.4,0.0,65.0,9.0,5.0,1012.0,30.0,100.0,4.0,40.0,-2.0,29.0,0.0,32.0,10.0,16.0,0.0,32.0
2009-04-21,0,-2,29,9,15,319,NW,122,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Overcast,0.0,0.0,86.0,10.0,6.0,1013.0,30.0,99.0,-2.0,29.0,-4.0,25.0,-8.0,18.0,14.0,22.0,-8.0,18.0
2009-04-21,1200,2,35,11,18,343,NNW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,52.0,10.0,6.0,1020.0,30.0,55.0,2.0,35.0,-7.0,19.0,-4.0,25.0,13.0,22.0,-4.0,25.0
2009-04-22,0,-4,25,7,12,324,NW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,77.0,10.0,6.0,1023.0,30.0,52.0,-4.0,25.0,-7.0,19.0,-9.0,16.0,11.0,17.0,-9.0,16.0
2009-04-22,1200,5,41,11,17,333,NNW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,35.0,10.0,6.0,1022.0,30.0,3.0,5.0,41.0,-9.0,16.0,1.0,35.0,12.0,19.0,1.0,35.0
2009-04-23,0,-2,28,5,8,319,NW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,82.0,10.0,6.0,1021.0,30.0,35.0,-2.0,28.0,-5.0,24.0,-6.0,22.0,10.0,16.0,-6.0,22.0
2009-04-23,1200,9,48,8,13,310,NW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,38.0,10.0,6.0,1017.0,30.0,44.0,9.0,48.0,-4.0,24.0,8.0,46.0,9.0,15.0,8.0,46.0
2009-04-24,0,0,31,4,6,317,NW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,73.0,10.0,6.0,1018.0,30.0,33.0,0.0,31.0,-5.0,24.0,-3.0,27.0,8.0,13.0,-3.0,27.0
2009-04-24,1200,11,51,7,11,338,NNW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,50.0,10.0,6.0,1021.0,30.0,35.0,11.0,51.0,1.0,33.0,9.0,48.0,8.0,13.0,9.0,48.0
2009-04-25,0,1,33,2,3,43,NE,248,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0007_fog.png,Fog,0.0,0.0,97.0,0.0,0.0,1024.0,30.0,100.0,1.0,33.0,0.0,32.0,-1.0,29.0,4.0,6.0,-1.0,29.0
2009-04-25,1200,13,55,9,15,288,WNW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,36.0,10.0,6.0,1021.0,30.0,47.0,13.0,55.0,-2.0,29.0,12.0,53.0,11.0,18.0,12.0,53.0
2009-04-26,0,7,44,4,7,294,WNW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,78.0,10.0,6.0,1021.0,30.0,8.0,7.0,44.0,3.0,37.0,4.0,39.0,9.0,15.0,4.0,39.0
2009-04-26,1200,19,67,8,13,275,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,36.0,10.0,6.0,1020.0,30.0,5.0,19.0,67.0,4.0,39.0,19.0,67.0,9.0,15.0,19.0,67.0
2009-04-27,0,10,51,4,7,270,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,70.0,10.0,6.0,1020.0,30.0,1.0,10.0,51.0,5.0,41.0,9.0,47.0,6.0,9.0,9.0,47.0
2009-04-27,1200,21,70,7,12,275,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,31.0,10.0,6.0,1020.0,30.0,7.0,21.0,70.0,3.0,38.0,21.0,70.0,9.0,14.0,21.0,70.0
2009-04-28,0,10,51,7,11,253,WSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0004_black_low_cloud.png,Partly cloudy,0.0,0.0,61.0,10.0,6.0,1020.0,30.0,37.0,10.0,51.0,3.0,37.0,9.0,47.0,14.0,23.0,9.0,47.0
2009-04-28,1200,22,71,9,14,260,W,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,27.0,10.0,6.0,1017.0,30.0,43.0,23.0,73.0,2.0,36.0,22.0,71.0,10.0,16.0,22.0,71.0
2009-04-29,0,13,55,7,11,247,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,58.0,10.0,6.0,1016.0,30.0,1.0,13.0,55.0,5.0,40.0,11.0,52.0,12.0,19.0,11.0,52.0
2009-04-29,1200,25,76,7,12,272,W,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,24.0,10.0,6.0,1012.0,30.0,1.0,24.0,75.0,3.0,37.0,25.0,76.0,8.0,13.0,24.0,75.0
2009-04-30,0,12,54,4,6,0,N,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,68.0,10.0,6.0,1011.0,30.0,9.0,12.0,54.0,6.0,43.0,11.0,52.0,8.0,14.0,11.0,52.0
2009-04-30,1200,11,51,9,14,3,N,263,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy light drizzle,0.4,0.0,70.0,5.0,3.0,1013.0,30.0,72.0,11.0,51.0,6.0,42.0,8.0,47.0,10.0,17.0,8.0,47.0
2009-05-01,0,5,40,11,18,38,NE,266,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.2,0.0,74.0,2.0,1.0,1019.0,30.0,86.0,5.0,40.0,1.0,33.0,1.0,33.0,16.0,26.0,1.0,33.0
2009-05-01,1200,12,54,11,17,21,NNE,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,36.0,10.0,6.0,1021.0,30.0,6.0,12.0,54.0,-2.0,28.0,10.0,51.0,12.0,19.0,10.0,51.0
2009-05-01,0,5,40,11,18,38,NE,266,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0033_cloudy_with_light_rain_night.png,Light drizzle,0.2,0.0,74.0,2.0,1.0,1019.0,30.0,86.0,5.0,40.0,1.0,33.0,1.0,33.0,16.0,26.0,1.0,33.0
2009-05-01,1200,12,54,11,17,21,NNE,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,36.0,10.0,6.0,1021.0,30.0,6.0,12.0,54.0,-2.0,28.0,10.0,51.0,12.0,19.0,10.0,51.0
2009-05-02,0,6,42,3,5,27,NNE,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,63.0,10.0,6.0,1024.0,30.0,0.0,6.0,42.0,-1.0,31.0,4.0,39.0,4.0,6.0,4.0,39.0
2009-05-02,1200,17,62,7,11,315,NW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,39.0,10.0,6.0,1023.0,30.0,4.0,17.0,62.0,3.0,37.0,17.0,62.0,8.0,12.0,17.0,62.0
2009-05-03,0,7,44,4,7,306,NW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,62.0,10.0,6.0,1022.0,30.0,6.0,7.0,44.0,0.0,32.0,5.0,42.0,9.0,14.0,5.0,42.0
2009-05-03,1200,22,71,3,5,293,WNW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,32.0,10.0,6.0,1020.0,30.0,8.0,23.0,74.0,4.0,39.0,22.0,71.0,4.0,6.0,22.0,71.0
2009-05-04,0,10,49,6,10,238,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,55.0,10.0,6.0,1019.0,30.0,6.0,10.0,49.0,1.0,34.0,8.0,47.0,13.0,20.0,8.0,47.0
2009-05-04,1200,25,76,3,5,226,SW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,26.0,10.0,6.0,1015.0,30.0,4.0,24.0,75.0,4.0,39.0,25.0,76.0,4.0,6.0,24.0,75.0
2009-05-05,0,10,50,5,8,223,SW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,56.0,10.0,6.0,1014.0,30.0,17.0,10.0,50.0,2.0,35.0,9.0,49.0,10.0,16.0,9.0,49.0
2009-05-05,1200,23,73,7,12,199,SSW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,28.0,10.0,6.0,1011.0,30.0,47.0,23.0,74.0,3.0,38.0,23.0,73.0,9.0,14.0,23.0,74.0
2009-05-06,0,13,56,5,9,192,SSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,48.0,10.0,6.0,1010.0,30.0,22.0,13.0,56.0,3.0,37.0,13.0,55.0,11.0,18.0,13.0,55.0
2009-05-06,1200,21,70,8,13,168,SSE,200,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0016_thundery_showers.png,Thundery outbreaks possible,0.0,0.0,40.0,9.0,5.0,1007.0,30.0,50.0,21.0,70.0,7.0,44.0,21.0,70.0,11.0,17.0,21.0,70.0
2009-05-07,0,9,48,7,12,155,SSE,119,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0003_white_cloud.png,Cloudy,0.0,0.0,56.0,10.0,6.0,1007.0,30.0,64.0,9.0,48.0,0.0,33.0,7.0,44.0,13.0,21.0,7.0,44.0
2009-05-07,1200,16,61,2,3,23,NNE,293,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0017_cloudy_with_light_rain.png,Patchy light rain,1.2,0.0,62.0,9.0,5.0,1005.0,30.0,49.0,16.0,61.0,9.0,48.0,16.0,61.0,2.0,3.0,16.0,61.0
2009-05-08,0,8,46,2,4,297,WNW,143,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.1,0.0,95.0,2.0,1.0,1011.0,30.0,46.0,8.0,46.0,7.0,44.0,7.0,44.0,5.0,8.0,7.0,44.0
2009-05-08,1200,19,66,4,6,328,NNW,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.9,0.0,51.0,9.0,5.0,1014.0,30.0,32.0,19.0,66.0,9.0,48.0,19.0,66.0,4.0,7.0,19.0,66.0
2009-05-09,0,9,48,1,1,10,N,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,85.0,10.0,6.0,1017.0,30.0,11.0,9.0,48.0,7.0,44.0,9.0,47.0,2.0,3.0,9.0,47.0
2009-05-09,1200,23,73,3,5,320,NW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0001_sunny.png,Sunny,0.0,0.0,34.0,10.0,6.0,1017.0,30.0,13.0,24.0,75.0,6.0,43.0,23.0,73.0,3.0,5.0,24.0,75.0
2009-05-10,0,11,52,3,5,240,WSW,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,58.0,10.0,6.0,1018.0,30.0,8.0,11.0,52.0,3.0,38.0,10.0,49.0,7.0,11.0,10.0,49.0
2009-05-10,1200,22,71,6,10,340,NNW,116,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0002_sunny_intervals.png,Partly cloudy,0.0,0.0,51.0,10.0,6.0,1019.0,30.0,30.0,24.0,76.0,11.0,52.0,22.0,71.0,7.0,12.0,22.0,71.0
2009-05-11,0,11,52,4,6,72,ENE,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,93.0,10.0,6.0,1019.0,30.0,19.0,11.0,52.0,10.0,50.0,10.0,51.0,8.0,14.0,10.0,51.0
2009-05-11,1200,21,70,3,5,217,SW,176,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Patchy rain possible,0.3,0.0,49.0,9.0,5.0,1017.0,30.0,45.0,24.0,76.0,10.0,50.0,21.0,70.0,5.0,7.0,21.0,70.0
2009-05-12,0,16,60,5,8,162,SSE,113,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0008_clear_sky_night.png,Clear,0.0,0.0,64.0,10.0,6.0,1012.0,30.0,13.0,16.0,60.0,9.0,48.0,16.0,60.0,10.0,16.0,16.0,60.0
2009-05-12,1200,19,67,2,4,282,WNW,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.8,0.0,66.0,10.0,6.0,1009.0,30.0,78.0,19.0,67.0,13.0,55.0,19.0,67.0,4.0,6.0,19.0,67.0
2009-05-13,0,12,54,5,8,158,SSE,299,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0026_heavy_rain_showers_night.png,Moderate rain at times,6.4,0.3,87.0,8.0,4.0,1003.0,30.0,70.0,12.0,54.0,10.0,50.0,11.0,51.0,10.0,15.0,11.0,51.0
2009-05-13,1200,15,59,7,11,160,SSE,356,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0010_heavy_rain_showers.png,Moderate or heavy rain shower,2.8,0.1,85.0,7.0,4.0,998.0,29.0,97.0,15.0,59.0,12.0,54.0,13.0,56.0,9.0,14.0,13.0,56.0
2009-05-14,0,5,41,6,10,104,ESE,143,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0006_mist.png,Mist,0.0,0.0,96.0,2.0,1.0,998.0,29.0,87.0,5.0,41.0,5.0,40.0,3.0,37.0,9.0,15.0,3.0,37.0
2009-05-14,1200,10,50,5,9,120,ESE,353,http://cdn.worldweatheronline.com/images/wsymbols01_png_64/wsymbol_0009_light_rain_showers.png,Light rain shower,0.5,0.0,73.0,10.0,6.0,1000.0,30.0,91.0,10.0,50.0,6.0,42.0,8.0,46.0,6.0,10.0,8.0,46.0
